type_acci;date;heure;commune;luminosite_accident;cond_atmos;Intersection;categorie_route;type_collision;type_vehicule_1;manoeuvre_vehicule_1;type_vehicule_2;age_usager;sexe_usager;gravite_usager;etat_usager;nombre_usagers;nb_veh;nombre_pietons;nombre_motos;nombre_vl;nombre_pl;age_usa1_categ;accident_pieton;accident_moto;categorie_vl;accident_pl;categorie_age;categorie_usagers
Leger;04/01/2016;09:05;Villeneuve-la-Garenne;Plein jour;Autre;Intersection en T;Route departementale;Collisions en chaine;VL seul;Meme sens, Meme file;VL seul;36;Feminin;Blessee Leger;Non renseignee ;4;3;0;0;3;0;Adulte (35-49);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Adulte (35-49);3-5 usagers
Grave;16/12/2017;13:55;Saint-Cloud;Plein jour;Autre;Hors intersection;Autoroute;Collisions multiples;VL seul;Changeant de file A$roite;Motocyclette > 125 cm3;22;Feminin;Indemne;Non renseignee ;4;3;0;1;2;0;Jeune adulte (18-24);Sans pieton;Avec moto;2 VL;Sans poids lourd;Jeune adulte (18-24);3-5 usagers
Grave;26/04/2017;09:45;Montrouge;Plein jour;Autre;Intersection en Y;Route departementale;Collisions multiples;VL seul;TourNon renseignee nt A'auche;Scooter > 50 cm3 et <= 125 cm3;29;Masculin;Indemne;Non renseignee ;3;3;0;2;1;0;Adulte jeune (25-34);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Grave;09/08/2017;08:15;Neuilly-sur-Seine;Plein jour;Autre;Intersection en X;Route Non renseignee tioNon renseignee le;Collision par le cote;Motocyclette > 125 cm3;Changeant de file A$roite;VL seul;35;Masculin;Blessee hospitalisee;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Grave;20/11/2017;17:40;Neuilly-sur-Seine;Nuit avec eclairage public allumee;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Motocyclette > 50 cm3 et <= 125 cm3;48;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Grave;17/07/2017;08:35;Sevres;Plein jour;Autre;Intersection en X;Voie commuNon renseignee le;Collision par le cote;Scooter > 125 cm3;Sans changement de direction;VL seul;35;Masculin;Blessee hospitalisee;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Grave;18/08/2017;18:30;Colombes;Plein jour;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Scooter < 50 cm3;20;Feminin;Indemne;Non renseignee ;6;2;0;0;1;0;Jeune adulte (18-24);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);Plus de 5 usagers
Grave;24/01/2017;16:10;Bourg-la-Reine;Plein jour;Autre;Intersection en X;Route departementale;Collision par le cote;Tracteur routier + semi-remorque;Sans changement de direction;Bicyclette;77;Feminin;Blessee hospitalisee;Non renseignee ;1;2;0;0;0;1;Senior (65+);Sans pieton;Sans moto;Aucun VL;Avec poids lourd;Senior (65+);1 usager
Grave;01/08/2017;18:00;FonteNon renseignee y-aux-Roses;Plein jour;Autre;Intersection en X;Voie commuNon renseignee le;Collision par le cote;VL seul;Sans changement de direction;Bicyclette;17;Masculin;Blessee hospitalisee;Non renseignee ;2;2;0;0;1;0;Mineur (-18 ans);Sans pieton;Sans moto;1 VL;Sans poids lourd;Mineur (-18 ans);2 usagers
Grave;11/11/2017;17:30;Levallois-Perret;Crepuscule ou aube;Autre;Intersection en T;Voie commuNon renseignee le;Autre collision;VL seul;En marche arriere;Non renseignee ;21;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Jeune adulte (18-24);Avec pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Grave;13/01/2017;10:00;Neuilly-sur-Seine;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Autre collision;Bicyclette;Sans changement de direction;Non renseignee ;41;Masculin;Indemne;Non renseignee ;2;1;1;0;0;0;Adulte (35-49);Avec pieton;Sans moto;Aucun VL;Sans poids lourd;Adulte (35-49);2 usagers
Grave;10/07/2017;17:00;Meudon;Plein jour;Pluie legere;Hors intersection;Route Non renseignee tioNon renseignee le;Collisions en chaine;VL seul;Meme sens, Meme file;VL seul;27;Feminin;Indemne;Non renseignee ;4;4;0;0;4;0;Adulte jeune (25-34);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Grave;16/09/2017;19:15;Non renseignee nterre;Crepuscule ou aube;Autre;Intersection en T;Route departementale;Collision par l'arriere;VL seul;Sans changement de direction;VL seul;18;Masculin;Indemne;Non renseignee ;3;2;0;0;2;0;Jeune adulte (18-24);Sans pieton;Sans moto;2 VL;Sans poids lourd;Jeune adulte (18-24);3-5 usagers
Leger;21/04/2017;18:10;Gennevilliers;Plein jour;Autre;Hors intersection;Autoroute;Collision par l'arriere;Motocyclette > 125 cm3;Sans changement de direction;VL seul;42;Masculin;Blessee Leger;Non renseignee ;1;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;29/04/2017;02:40;Non renseignee nterre;Nuit avec eclairage public allumee;Autre;Hors intersection;Autoroute;Sans collision;Motocyclette > 125 cm3;TourNon renseignee nt A'auche;Non renseignee ;30;Masculin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Adulte jeune (25-34);Sans pieton ;Avec moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;20/06/2017;08:35;Marnes-la-Coquette;Plein jour;Autre;Hors intersection;Autoroute;Collision par le cote;VL seul;Changeant de file A'auche;Motocyclette > 50 cm3 et <= 125 cm3;65;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior (65+);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior (65+);2 usagers
Leger;10/07/2017;11:02;Gennevilliers;Plein jour;Pluie legere;Hors intersection;Autoroute;Sans collision;Motocyclette > 125 cm3;Sans changement de direction;Non renseignee ;58;Masculin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Senior actif (50-64);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Senior actif (50-64);1 usager
Leger;11/07/2017;16:20;Gennevilliers;Plein jour;Autre;Hors intersection;Autoroute;Collision par le cote;VL seul;Changeant de file A$roite;Motocyclette > 125 cm3;39;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;13/12/2011;13:25;Courbevoie;Plein jour;Autre;Hors intersection;Route departementale;Collision par l'arriere;VU seul 1,5T <= PTAC <= 3,5T;Meme sens, Meme file;VL seul;26;Masculin;Indemne;Non renseignee ;2;2;0;0;2;0;Adulte jeune (25-34);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;11/11/2017;15:50;Non renseignee nterre;Plein jour;Pluie legere;Hors intersection;Autoroute;Sans collision;Scooter > 125 cm3;Manoeuvre devitement;Non renseignee ;31;Masculin;Indemne;Non renseignee ;2;1;0;1;0;0;Adulte jeune (25-34);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;04/09/2011;08:20;Chatillon;Plein jour;Pluie legere;Intersection en Y;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Scooter < 50 cm3;45;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte (35-49);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;07/06/2017;13:40;Asnieres-sur-Seine;Plein jour;Autre;Intersection en T;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A$roite;Motocyclette > 125 cm3;48;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;26/06/2017;15:30;Asnieres-sur-Seine;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;VL seul;Sans changement de direction;Scooter > 125 cm3;44;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;19/04/2017;22:00;Bagneux;Nuit avec eclairage public allumee;Autre;Hors intersection;Route departementale;Collision par le cote;VL seul;S inserant;Motocyclette > 50 cm3 et <= 125 cm3;28;Feminin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;18/01/2017;13:15;Boulogne-Billancourt;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;Scooter > 50 cm3 et <= 125 cm3;Non renseignee ;VL seul;20;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Jeune adulte (18-24);Sans pieton;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;31/10/2011;10:10;Montrouge;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A'auche;VU seul 1,5T <= PTAC <= 3,5T;35;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;2;0;Adulte (35-49);Sans pieton ;Sans moto;2 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;20/06/2017;19:50;Colombes;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;VL seul;Manoeuvre de stationnement;Scooter > 125 cm3;43;Masculin;Indemne;Non renseignee ;3;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;24/10/2017;19:55;Chatillon;Nuit avec eclairage public allumee;Autre;Hors intersection;Voie commuNon renseignee le;Collision par l'arriere;VL seul;En marche arriere;Scooter < 50 cm3;27;Feminin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;17/07/2017;09:15;Saint-Cloud;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par l'arriere;VU seul 1,5T <= PTAC <= 3,5T;S inserant;Scooter < 50 cm3;22;Feminin;Blessee Leger;Non renseignee ;1;2;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);1 usager
Leger;04/12/2017;08:30;Puteaux;Crepuscule ou aube;Autre;Hors intersection;Voie commuNon renseignee le;Autre collision;Engin special;Sans changement de direction;Non renseignee ;56;Masculin;Blessee Leger;Non renseignee ;2;1;1;0;0;1;Senior actif (50-64);Avec pieton;Sans moto;Aucun VL;Avec poids lourd;Senior actif (50-64);2 usagers
Grave;29/07/2010;18:25;Boulogne-Billancourt;Plein jour;Autre;Giratoire;Route departementale;Autre collision;VL seul;TourNon renseignee nt A$roite;Non renseignee ;41;Masculin;Blessee hospitalisee;Non renseignee ;1;1;1;0;1;0;Adulte (35-49);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;05/08/2010;18:15;Issy-les-Moulineaux;Plein jour;Autre;Hors intersection;Route departementale;Autre collision;VL seul;Sans changement de direction;Non renseignee ;23;Feminin;Indemne;Non renseignee ;2;1;1;0;1;0;Jeune adulte (18-24);Avec pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;03/09/2010;09:05;Suresnes;Plein jour;Autre;Giratoire;Route departementale;Collision par l'arriere;VL seul;Meme sens, Meme file;Motocyclette > 125 cm3;59;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;14/09/2010;13:50;Colombes;Plein jour;Autre;Intersection en T;Voie commuNon renseignee le;Autre collision;VL seul;Manoeuvre de stationnement;Non renseignee ;38;Feminin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte (35-49);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;15/09/2010;08:10;Malakoff;Plein jour;Pluie legere;Hors intersection;Route departementale;Collision par le cote;VU seul 1,5T <= PTAC <= 3,5T;Sans changement de direction;Motocyclette > 125 cm3;55;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;20/03/2017;12:10;Asnieres-sur-Seine;Plein jour;Autre;Intersection en X;Route departementale;Autre collision;Motocyclette > 125 cm3;TourNon renseignee nt A'auche;Non renseignee ;60;Masculin;Indemne;Non renseignee ;2;1;1;1;0;0;Senior actif (50-64);Avec pieton;Avec moto;Aucun VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;26/09/2010;19:20;Asnieres-sur-Seine;Crepuscule ou aube;Pluie legere;Intersection en X;Route departementale;Collision par l'arriere;Scooter < 50 cm3;Meme sens, Meme file;VL seul;16;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Mineur (-18 ans);Sans pieton;Sans moto;1 VL;Sans poids lourd;Mineur (-18 ans);2 usagers
Leger;26/05/2017;16:30;Colombes;Plein jour;Autre;Hors intersection;Autoroute;Collisions en chaine;VL seul;Meme sens, Meme file;VL seul;28;Masculin;Indemne;Non renseignee ;6;4;0;0;4;0;Adulte jeune (25-34);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Adulte jeune (25-34);Plus de 5 usagers
Leger;08/06/2017;02:35;Clamart;Nuit avec eclairage public allumee;Autre;Hors intersection;Route departementale;Sans collision;VL seul;TourNon renseignee nt A$roite;Non renseignee ;28;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;1;0;Adulte jeune (25-34);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;21/10/2017;16:20;Saint-Cloud;Plein jour;Autre;Hors intersection;Autoroute;Collision frontale;VL seul;Non renseignee ;VL seul;43;Feminin;Blessee Leger;Non renseignee ;2;2;0;0;2;0;Adulte (35-49);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;11/10/2010;14:35;Sevres;Plein jour;Autre;Hors intersection;Route departementale;Collision par l'arriere;VL seul;Sans changement de direction;VL seul;32;Masculin;Blessee Leger;Non renseignee ;3;2;0;0;2;0;Adulte jeune (25-34);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;28/12/2017;22:20;Clichy;Nuit avec eclairage public allumee;Autre;Hors intersection;Voie commuNon renseignee le;Sans collision;VL seul;Manoeuvre de stationnement;Non renseignee ;23;Masculin;Blessee Leger;Non renseignee ;2;1;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;10/06/2017;20:30;Gennevilliers;Crepuscule ou aube;Autre;Hors intersection;Route departementale;Collisions multiples;VU seul 1,5T <= PTAC <= 3,5T;Sans changement de direction;VL seul;29;Masculin;Indemne;Non renseignee ;4;3;0;0;3;0;Adulte jeune (25-34);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;07/03/2017;12:15;Boulogne-Billancourt;Plein jour;Autre;Giratoire;Voie commuNon renseignee le;Collision par le cote;VL seul;Sans changement de direction;VL seul;35;Masculin;Indemne;Non renseignee ;3;2;0;0;2;0;Adulte (35-49);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;11/01/2017;01:55;Montrouge;Nuit avec eclairage public allumee;Autre;Hors intersection;Route departementale;Collisions en chaine;VL seul;Meme sens, Meme file;VL seul;43;Masculin;Blessee Leger;Non renseignee ;3;3;0;0;3;0;Adulte (35-49);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;05/04/2017;09:00;Montrouge;Plein jour;Autre;Hors intersection;Route departementale;Collision par l'arriere;VL seul;Meme sens, Meme file;VL seul;38;Masculin;Indemne;Non renseignee ;2;2;0;0;2;0;Adulte (35-49);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;12/06/2017;12:30;Neuilly-sur-Seine;Plein jour;Autre;Hors intersection;Route Non renseignee tioNon renseignee le;Collision par l'arriere;VL seul;Meme sens, Meme file;VL seul;38;Masculin;Indemne;Non renseignee ;2;2;0;0;2;0;Adulte (35-49);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;07/09/2017;19:00;Puteaux;Plein jour;Autre;Intersection en T;Route departementale;Collisions en chaine;VL seul;Meme sens, Meme file;VL seul;54;Masculin;Indemne;Non renseignee ;4;3;0;0;3;0;Senior actif (50-64);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Senior actif (50-64);3-5 usagers
Leger;27/02/2017;14:35;Puteaux;Plein jour;Autre;Intersection en T;Route departementale;Collision par l'arriere;VL seul;Meme sens, Meme file;VL seul;27;Feminin;Blessee Leger;Non renseignee ;2;2;0;0;2;0;Adulte jeune (25-34);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;29/04/2017;15:45;Rueil-Malmaison;Plein jour;Autre;Intersection en X;Route departementale;Collision par l'arriere;VU seul 1,5T <= PTAC <= 3,5T;Meme sens, Meme file;VL seul;43;Masculin;Indemne;Non renseignee ;3;2;0;0;2;0;Adulte (35-49);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;20/10/2010;09:35;ChateNon renseignee y-Malabry;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;Motocyclette > 50 cm3 et <= 125 cm3;Meme sens, Meme file;VL seul;60;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;16/12/2017;17:34;Saint-Cloud;Crepuscule ou aube;Autre;Hors intersection;Voie commuNon renseignee le;Sans collision;VL seul;Se deportant A$roite;Non renseignee ;49;Feminin;Blessee Leger;Non renseignee ;1;1;0;0;1;0;Adulte (35-49);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;21/10/2010;21:00;Colombes;Nuit avec eclairage public allumee;Autre;Intersection en X;Route departementale;Collision frontale;VL seul;TourNon renseignee nt A'auche;Scooter < 50 cm3;26;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;25/09/2017;23:30;Suresnes;Nuit avec eclairage public allumee;Autre;Intersection en X;Route departementale;Collision frontale;VL seul;TourNon renseignee nt A'auche;VL seul;26;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;2;0;Adulte jeune (25-34);Sans pieton ;Sans moto;2 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Grave;28/05/2011;13:30;Malakoff;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Sans collision;Scooter < 50 cm3;En stationnement (avec occupants);Non renseignee ;15;Masculin;Indemne;Non renseignee ;2;1;0;0;0;0;Mineur (-18 ans);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Mineur (-18 ans);2 usagers
Leger;09/11/2017;11:30;Villeneuve-la-Garenne;Plein jour;Autre;Intersection en T;Route departementale;Collision frontale;VL seul;TourNon renseignee nt A'auche;VL seul;39;Masculin;Indemne;Non renseignee ;3;2;0;0;2;0;Adulte (35-49);Sans pieton ;Sans moto;2 VL;Sans poids lourd;Adulte (35-49);3-5 usagers
Mortel;08/01/2018;10:40;Gennevilliers;Plein jour;Autre;Hors intersection;Autoroute;Collision par le cote;VL seul;Changeant de file A'auche;Motocyclette > 125 cm3;58;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Grave;10/03/2018;04:25;Clichy;Nuit avec eclairage public allumee;Autre;Intersection en T;Voie commuNon renseignee le;Collision par le cote;VL seul;TourNon renseignee nt A$roite;Scooter > 50 cm3 et <= 125 cm3;27;Masculin;Blessee hospitalisee;Non renseignee ;3;2;0;1;1;0;Adulte jeune (25-34);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Grave;29/06/2018;19:08;Courbevoie;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VL seul;Sedeportant A'auche;Motocyclette > 50 cm3 et <= 125 cm3;60;Feminin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Grave;22/05/2018;22:15;Levallois-Perret;Nuit avec eclairage public allumee;Autre;Hors intersection;Voie commuNon renseignee le;Sans collision;Motocyclette > 50 cm3 et <= 125 cm3;Sans changement de direction;Non renseignee ;20;Masculin;Blessee hospitalisee;Non renseignee ;1;1;0;1;0;0;Jeune adulte (18-24);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Jeune adulte (18-24);1 usager
Grave;15/02/2018;08:30;Meudon;Plein jour;Pluie legere;Intersection en T;Voie commuNon renseignee le;Collision par l'arriere;Motocyclette > 50 cm3 et <= 125 cm3;Arrete (hors stationnement);VL seul;45;Masculin;Indemne;Non renseignee ;3;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);3-5 usagers
Grave;19/06/2018;10:30;Chatillon;Plein jour;Autre;Intersection en X;Voie commuNon renseignee le;Collision par le cote;VL seul;Sans changement de direction;Scooter > 50 cm3 et <= 125 cm3;49;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Grave;15/10/2018;13:35;Chatillon;Plein jour;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Scooter < 50 cm3;68;Masculin;Indemne;Non renseignee ;3;2;0;0;1;0;Senior (65+);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Senior (65+);3-5 usagers
